c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63
A756,19,0,0,1,158,84,0,0,2,8,1,1,0,1,2,1,99,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,1,3,1,0,2,1,1,0,5,0,0,0,1,0,1,0,1,1,3,1,0,1
A757,13,1,1,1,168,75,0,0,0,6,1,1,0,1,2,0,99,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,3,0,0,3,1,1,0,4,0,0,0,1,0,1,0,1,0,1,0,1,1
A758,12,0,0,1,163,67,1,1,1,9,0,1,0,1,2,99,99,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,2,0,1,2,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1
A759,12,0,0,1,152,60,1,1,2,9,1,0,1,0,1,99,0,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,2,1,1,3,0,0,1,5,1,1,0,1,0,2,1,0,1,2,1,1,1
A760,12,0,0,0,164,55,0,0,1,8,0,0,1,0,1,1,99,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,1,6,1,0,2,0,0,1,5,1,1,0,0,0,1,0,0,0,2,1,0,1
A761,21,0,1,0,148,61,0,0,2,8,1,0,1,0,1,0,99,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,2,1,0,3,0,0,1,2,1,1,1,0,1,2,1,0,0,3,1,0,1
A762,19,0,1,1,147,41,1,1,0,5,1,0,0,1,2,0,99,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0,2,1,1,0,6,0,0,0,1,0,1,1,0,1,2,0,1,1
A763,12,1,1,0,164,81,1,1,1,4,0,0,0,1,2,99,0,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,3,0,0,3,1,1,0,2,0,0,0,1,0,1,0,0,0,3,0,0,1
A764,20,0,1,0,171,74,0,0,1,6,0,1,1,0,1,0,99,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,2,0,0,1,1,0,1,4,1,1,1,1,1,3,0,1,1,3,0,1,1
A765,12,1,0,1,167,78,1,1,1,5,0,1,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,2,1,1,3,1,1,0,6,0,0,0,0,1,1,0,1,0,1,0,1,1
A766,11,0,0,1,162,74,0,0,1,6,0,1,0,1,2,0,99,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,6,0,1,1,0,1,0,9,0,0,1,0,1,1,0,1,0,3,0,1,1
A767,17,1,1,1,158,52,1,1,2,7,1,1,0,0,1,99,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,2,1,1,3,1,1,0,10,0,0,1,0,1,1,1,1,1,3,1,0,1
A768,18,1,0,0,165,169,1,1,1,3,0,0,1,1,2,99,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,3,0,0,1,9,1,1,1,1,1,3,0,0,0,3,0,1,0
A769,14,1,1,1,170,116,1,1,1,3,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,6,0,0,2,0,1,0,8,0,0,0,1,1,2,0,1,1,3,1,1,1
A770,15,0,1,1,144,59,0,0,1,5,0,1,1,1,2,99,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,2,0,0,1,5,1,1,0,1,1,3,0,1,0,2,0,0,1
A771,13,0,1,1,175,65,1,1,0,4,0,0,1,1,2,1,99,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,1,0,2,0,0,1,10,1,1,0,1,1,3,1,0,0,3,0,0,1
A772,17,0,0,1,163,108,1,1,1,7,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,0,5,1,0,3,1,1,0,5,0,0,1,1,0,1,0,1,1,3,1,1,1
A773,10,1,0,1,162,89,0,0,0,6,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,5,1,0,3,1,1,0,8,0,0,0,1,1,2,0,1,0,2,1,0,1
A774,15,1,0,0,160,78,0,0,2,7,1,0,1,1,2,99,99,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,1,4,0,0,3,1,0,1,5,1,1,1,0,1,2,0,0,1,3,1,0,1
A775,14,0,1,0,164,75,1,1,0,3,0,1,1,0,1,99,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,7,1,1,2,1,0,1,6,1,1,0,1,0,2,0,1,0,2,0,0,1
A776,22,1,0,0,164,86,1,1,1,3,0,0,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,7,1,1,2,1,0,1,9,1,1,0,1,1,3,1,0,0,2,1,1,1
A777,13,0,0,0,163,82,0,0,0,7,1,1,1,0,1,1,99,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,2,0,1,1,0,0,1,8,1,1,0,1,1,3,1,1,0,3,1,1,1
A778,20,1,0,0,156,68,1,1,0,5,1,0,0,1,2,99,99,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,6,0,0,3,0,1,0,9,0,0,1,0,0,0,1,0,0,2,1,1,1
A779,13,0,1,1,150,62,0,0,2,7,1,1,1,1,2,99,1,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,0,3,0,0,1,5,1,1,0,1,0,2,0,1,0,2,1,1,1
A780,17,1,0,0,175,75,1,1,1,4,0,1,0,0,1,99,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,3,1,1,2,1,1,0,1,0,0,0,0,0,0,0,1,1,2,1,0,1
A781,20,0,1,0,164,75,1,1,1,9,0,1,0,0,1,99,1,0,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,6,1,0,2,1,1,0,9,0,0,1,1,1,2,0,1,1,2,1,0,1
A782,12,1,1,1,156,88,1,1,1,8,0,0,1,1,2,99,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,0,1,10,1,1,0,1,1,3,0,0,0,3,0,1,1
A783,17,0,1,0,158,71,1,1,0,8,1,0,0,1,2,0,99,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,7,0,0,0,1,1,2,1,0,1,2,1,0,1
A784,19,0,1,0,157,94,1,1,0,6,1,0,0,1,2,0,99,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,7,0,0,3,0,1,0,3,0,0,0,1,1,2,0,0,0,1,0,1,1
A785,17,1,0,1,155,69,0,0,0,8,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,4,0,1,3,0,0,1,8,1,1,1,0,1,2,0,1,1,2,0,1,1
A786,13,0,0,1,162,70,0,0,2,7,1,1,0,1,2,0,99,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,2,1,1,0,4,0,0,0,0,0,0,1,1,0,3,1,0,1
A787,14,1,1,1,168,70,0,0,0,5,1,0,1,0,1,1,99,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,1,1,4,1,0,3,0,0,1,6,1,1,0,1,1,3,0,0,1,1,0,1,1
A788,23,1,0,0,163,75,0,0,1,5,0,0,0,1,2,99,99,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,1,1,0,4,1,0,2,1,1,0,9,0,0,1,0,0,0,0,0,1,2,1,1,1
A789,11,1,1,0,163,70,0,0,0,9,1,1,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,0,0,3,0,1,2,1,0,1,3,1,1,1,1,1,3,0,1,0,2,0,0,1
A790,23,0,0,1,164,50,1,1,0,3,0,0,1,1,2,0,99,0,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,2,1,1,1,1,0,1,1,1,1,1,0,1,2,0,0,1,2,0,1,1
A791,13,1,1,0,153,77,1,1,0,4,0,1,0,0,1,99,1,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1,7,0,0,1,0,1,0,8,0,0,1,1,0,1,0,1,1,2,0,0,1
A792,12,1,0,0,156,55,0,0,2,6,1,1,0,1,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,8,0,0,1,0,1,1,0,1,0,3,0,0,1
A793,21,1,0,1,156,95,0,0,1,6,0,0,1,1,2,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,7,0,1,1,0,0,1,10,1,1,0,0,1,2,0,0,0,2,0,1,1
A794,22,1,0,0,170,78,1,1,2,4,1,1,0,0,1,1,99,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,6,1,0,2,1,1,0,1,0,0,1,1,0,1,1,1,1,3,0,0,1
A795,14,0,0,0,161,72,0,0,2,7,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1,2,1,1,3,1,1,0,8,0,0,0,0,0,0,0,0,0,2,0,0,0
A796,15,1,0,0,158,70,1,1,2,3,1,1,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,2,1,1,0,2,0,0,1,0,0,0,1,1,1,1,0,0,1
A797,18,1,1,0,157,72,0,0,0,8,1,1,1,1,2,99,99,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,7,0,0,1,0,0,1,2,1,1,1,1,1,3,0,1,1,3,0,0,1
A798,10,1,0,0,164,86,0,0,2,3,1,0,0,1,2,99,99,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,2,1,0,3,1,1,0,2,0,0,0,0,1,1,0,0,0,3,0,0,1
A799,12,0,0,1,160,73,1,1,2,6,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,7,1,0,2,1,1,0,5,0,0,1,0,0,0,0,1,1,3,1,0,1
A800,15,1,0,1,159,86,0,0,1,3,0,1,1,0,1,99,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,1,7,0,1,3,1,0,1,6,1,1,1,1,0,2,1,1,0,3,0,1,1
A801,16,1,1,0,162,93,0,0,2,4,1,1,0,1,2,99,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0,2,1,0,1,0,1,0,1,0,0,1,1,1,2,0,1,1,2,0,0,1
A802,20,1,1,1,157,86,1,1,2,6,1,0,1,0,1,1,99,0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,7,0,0,1,0,0,1,3,1,1,1,1,1,3,0,0,0,3,0,1,0
A803,13,0,0,1,165,64,0,0,1,3,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,6,0,1,1,1,1,0,5,0,0,1,1,0,1,1,0,0,1,1,1,0
A804,22,1,1,1,182,91,0,0,2,8,1,0,0,0,1,1,99,0,1,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,6,1,1,2,1,1,0,2,0,0,1,0,0,0,0,0,0,3,1,0,0
A805,23,0,0,1,158,80,1,1,2,6,1,0,0,1,2,0,1,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,5,0,0,3,0,1,0,10,0,0,0,1,0,1,0,0,0,2,0,1,0
A806,20,1,0,1,160,55,0,0,2,3,1,1,0,1,2,99,99,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,5,0,1,1,1,1,0,5,0,0,1,0,1,1,1,1,1,2,0,1,0
A807,13,0,1,0,158,53,0,0,1,4,0,1,1,1,2,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,5,1,1,2,1,0,1,8,1,1,0,0,1,2,1,1,0,1,1,1,0
A808,11,0,1,1,156,74,1,1,1,5,0,1,0,1,2,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,3,0,1,3,0,1,0,5,0,0,1,1,1,2,1,1,1,3,0,1,1
A809,17,0,1,0,165,69,0,0,1,9,0,0,0,1,2,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,7,1,1,3,0,1,0,10,0,0,0,0,1,1,0,0,0,1,0,1,1
A810,10,0,1,1,164,78,1,1,2,6,1,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,2,0,1,3,1,1,0,2,0,0,1,1,0,1,0,0,0,3,1,0,1
A811,16,0,1,0,165,47,0,0,0,9,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1,0,4,0,1,2,0,0,1,3,1,1,0,1,0,2,0,0,1,1,0,0,1
A812,22,1,0,0,160,62,0,0,0,8,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,2,0,0,2,0,0,1,3,1,1,0,1,1,3,0,0,0,1,0,0,0
A813,24,1,1,1,176,95,0,0,2,8,1,0,0,1,2,0,99,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,5,0,0,2,1,1,0,4,0,0,0,0,1,1,0,0,1,2,1,0,0
A814,22,1,0,1,186,200,1,1,0,9,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,4,1,0,3,0,0,1,8,1,1,0,1,1,3,0,0,1,3,1,1,0
A815,16,0,1,0,158,65,1,1,2,7,1,0,1,0,1,99,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,3,0,1,2,0,0,1,5,1,1,0,1,0,2,1,0,1,1,1,1,1
A816,12,0,0,1,180,84,1,1,0,4,0,0,1,0,1,0,99,0,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,5,0,1,2,0,0,1,1,1,1,0,0,0,1,1,0,1,2,1,0,1
A817,12,0,0,0,156,82,0,0,1,5,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,4,0,1,3,1,0,1,6,1,1,1,1,0,2,0,0,1,3,1,0,1
A818,15,1,1,0,179,64.8,0,0,2,8,1,0,1,0,1,1,0,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,2,1,0,1,6,1,1,1,1,1,3,0,0,0,3,1,1,1
A819,10,1,0,0,163,58,1,1,1,5,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,2,1,0,1,10,1,1,0,0,0,1,1,0,0,1,1,1,0
A820,12,0,1,1,147,66,0,0,2,9,1,0,0,0,1,0,99,0,0,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,0,1,4,1,0,2,0,1,0,10,0,0,1,1,0,1,0,0,1,2,1,0,1
A821,21,0,0,1,175,86,1,1,0,5,1,0,1,1,2,99,99,0,1,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,3,1,0,1,4,1,1,0,0,0,1,0,0,0,2,0,1,1
A822,15,1,0,1,162,84,1,1,1,8,0,1,0,0,1,0,99,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,0,0,1,0,0,0,1,1,1,2,0,1,1
A823,16,1,0,1,167,74,1,1,1,6,0,1,1,1,2,1,99,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,5,1,0,2,1,0,1,3,1,1,0,1,0,2,0,1,0,1,1,1,0
A824,11,0,0,1,177,80,0,0,2,8,1,0,1,0,1,99,99,0,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,6,0,1,2,0,0,1,7,1,1,0,1,1,3,1,0,0,1,1,0,1
A825,11,1,1,0,178,120,1,1,0,6,1,0,1,1,2,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,1,0,1,4,1,1,1,1,0,1,4,1,1,1,0,0,1,0,0,1,1,1,0,1
A826,20,1,1,1,156,60,0,0,1,4,0,1,0,1,2,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,4,1,0,1,0,1,0,2,0,0,0,1,0,1,1,1,1,1,0,0,1
A827,18,1,1,0,160,73,1,1,2,3,1,1,0,1,2,99,1,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,6,0,0,1,1,0,1,0,1,0,1,1,1,1
A828,11,0,1,0,171,74,0,0,1,5,0,0,0,1,2,0,99,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,1,2,0,1,0,2,0,0,1,0,0,0,0,0,1,1,0,0,1
A829,24,1,1,1,162,70,1,1,1,7,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,3,1,1,1,0,0,1,1,1,1,1,1,0,2,0,1,1,3,0,1,1
A830,14,1,0,0,169,65,0,0,2,4,1,1,1,1,2,0,99,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,1,1,0,0,3,1,1,1,0,0,1,3,1,1,0,1,1,3,0,1,1,3,1,1,1
A831,15,1,0,0,167,61,0,0,0,6,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,7,1,0,1,0,1,0,4,0,0,0,1,0,1,0,1,1,3,0,0,1
A832,13,1,0,1,180,100,0,0,2,4,1,0,0,1,2,99,0,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,6,1,0,2,0,1,0,5,0,0,0,1,1,2,0,0,1,3,0,1,1
A833,11,1,1,1,152,68,0,0,0,5,1,0,1,0,1,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,3,1,0,1,9,1,1,1,0,1,2,0,0,0,2,0,1,1
A834,18,0,1,1,152,50,1,1,0,4,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,3,1,0,1,0,0,1,7,1,1,1,1,1,3,1,1,1,1,0,1,1
A835,13,1,1,0,160,54,0,0,2,5,1,0,1,0,1,1,99,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,0,3,1,0,3,0,0,1,10,1,1,0,0,1,2,0,0,0,1,0,0,1
A836,22,1,1,1,159,74,0,0,2,5,1,1,0,1,2,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,1,4,1,1,3,0,1,0,5,0,0,1,0,1,1,0,1,0,1,1,0,1
A837,14,1,1,1,176,98,1,1,1,8,0,1,1,0,1,99,0,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,0,0,1,1,5,0,0,3,0,0,1,2,1,1,0,1,0,2,0,1,1,2,1,1,1
A838,17,1,0,0,160,70,0,0,1,3,0,0,0,1,2,99,99,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,6,1,0,1,0,1,0,4,0,0,1,0,0,0,0,0,1,3,0,0,1
A839,13,0,1,0,157,63,1,1,1,5,0,0,0,1,2,1,99,0,1,1,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,1,2,0,1,2,1,1,0,4,0,0,0,1,1,2,0,0,0,2,0,1,1
A840,15,0,0,0,156,52,1,1,1,5,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,3,0,0,3,0,0,1,9,1,1,1,0,0,1,0,0,1,1,1,0,1
A841,17,0,1,0,175,92,1,1,1,4,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,3,0,1,3,1,1,0,7,0,0,1,0,0,0,0,1,0,3,1,1,1
A842,15,0,0,0,156,64,1,1,1,7,0,0,0,0,1,99,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,3,1,1,3,0,1,0,2,0,0,0,0,1,1,0,0,0,3,0,1,1
A843,10,0,1,0,166,98,1,1,0,6,1,0,0,1,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,2,1,0,3,1,1,0,1,0,0,0,1,0,1,0,0,1,3,0,0,1
A844,22,1,1,0,162,85,0,0,1,9,0,1,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,7,1,0,2,0,1,0,1,0,0,1,1,1,2,0,1,0,3,1,0,1
A845,19,0,1,1,175,57,1,1,2,6,1,1,0,1,2,1,99,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,7,0,0,1,0,0,0,1,1,1,2,0,1,1
A846,13,1,1,0,172,78,0,0,0,5,1,1,0,1,2,99,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,0,4,1,1,2,0,1,0,8,0,0,0,0,0,0,0,1,0,2,0,1,1
A847,21,1,1,1,170,68,0,0,1,6,0,0,1,1,2,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,0,0,2,0,0,1,0,0,1,6,1,1,1,1,0,2,0,0,1,2,1,0,0
A848,13,0,1,1,160,70,0,0,2,7,1,1,1,1,2,99,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,4,0,0,2,0,0,1,9,1,1,0,1,1,3,0,1,1,2,0,0,1
A849,12,1,1,0,165,75,0,0,2,8,1,1,0,0,1,99,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,3,0,1,0,8,0,0,0,1,1,2,0,1,0,3,0,1,1
A850,21,1,1,0,164,54,1,1,1,4,0,0,0,1,2,99,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,2,0,1,3,0,1,0,10,0,0,1,1,0,1,1,0,1,1,1,0,1
A851,11,1,0,1,171,88,0,0,0,8,1,0,0,0,1,99,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,6,0,0,2,0,1,0,8,0,0,1,0,0,0,0,0,0,1,1,0,0
A852,20,0,1,1,150,95,1,1,1,3,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,1,8,1,1,1,1,1,3,1,0,0,3,1,1,0
A853,24,1,0,0,156,65,1,1,1,3,0,0,0,1,2,0,99,0,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,7,0,1,3,1,1,0,5,0,0,0,1,0,1,0,0,1,1,1,0,1
A854,16,0,1,0,165,68,1,1,0,9,1,0,0,1,2,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,3,0,1,3,0,1,0,4,0,0,1,1,1,2,0,0,1,1,1,0,1
A855,22,0,1,0,164,68,1,1,1,5,0,0,1,1,2,99,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,6,1,1,2,0,0,1,8,1,1,1,1,0,2,0,0,0,1,1,1,0
A856,10,0,0,0,152,60,0,0,0,3,0,0,0,1,2,1,99,0,1,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,3,1,1,0,2,0,0,1,1,1,2,0,0,0,3,1,1,0
A857,10,0,1,0,165,92,1,1,2,3,1,0,1,1,2,1,99,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,6,0,1,3,0,0,1,4,1,1,1,1,0,2,0,0,1,3,1,1,0
A858,20,1,1,1,170,101,1,1,0,8,1,0,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,0,6,0,1,3,0,1,0,8,0,0,0,0,1,1,0,0,0,3,0,0,0
A859,10,0,0,0,159,101,1,1,0,3,0,1,1,0,1,99,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,3,0,1,2,0,0,1,4,1,1,1,0,1,2,0,1,0,1,1,1,0
A860,20,1,1,1,158,86,0,0,1,6,0,0,0,1,2,99,0,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,3,1,1,0,8,0,0,1,1,0,1,0,0,1,3,1,1,1
A861,11,0,1,0,174,84,0,0,0,5,1,1,0,1,2,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,7,1,1,2,0,1,0,10,0,0,1,1,0,1,0,1,0,3,1,0,1
A862,24,1,0,1,164,73,0,0,2,5,1,0,0,0,1,0,99,0,1,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,5,0,1,2,1,1,0,3,0,0,1,1,1,2,0,0,0,3,0,0,1
A863,21,0,1,1,160,75,0,0,1,8,0,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,8,1,1,1,0,0,1,1,1,1,3,1,1,0
